Index;Region, development group, country or area of destination;Coverage;Data type;Location code of destination;Region, development group, country or area of origin;Location code of origin;1990;1995;2000;2005;2010;2015;2020;2024
27588;Northern Mariana Islands*;39;B;580;Japan;392;  252;  282;  348;  383;  305;  274;  275;  277
27589;Northern Mariana Islands*;39;B;580;Republic of Korea;410; 1521; 1073;  756;  970;  894;  805;  811;  816
27590;Northern Mariana Islands*;39;B;580;Southern Asia;5501;  39;  57;  66;  65;  47;  42;  40;  40
27591;Northern Mariana Islands*;39;B;580;Bangladesh;50;  13;  27;  28;  28;  21;  18;  17;  17
27592;Northern Mariana Islands*;39;B;580;Nepal;524;  26;  30;  38;  37;  26;  24;  23;  23
27593;Northern Mariana Islands*;39;B;580;South-Eastern Asia;920; 4656; 5106; 6177; 7411; 6430; 5785; 5845; 5889
27594;Northern Mariana Islands*;39;B;580;Philippines;608; 4656; 5106; 6177; 7411; 6430; 5785; 5845; 5889
27595;Northern Mariana Islands*;39;B;580;LATIN AMERICA AND THE CARIBBEAN;904;  479;  565;  720;  777;  602;  542;  546;  550
27596;Northern Mariana Islands*;39;B;580;Caribbean;915;  479;  565;  720;  777;  602;  542;  546;  550
27597;Northern Mariana Islands*;39;B;580;Puerto Rico*;630;  479;  565;  720;  777;  602;  542;  546;  550
27598;Northern Mariana Islands*;39;B;580;NORTHERN AMERICA;905;  469;  601;  807;  868;  670;  603;  607;  611
27599;Northern Mariana Islands*;39;B;580;United States of America*;840;  469;  601;  807;  868;  670;  603;  607;  611
27600;Northern Mariana Islands*;39;B;580;OCEANIA;909; 2230; 2125; 2283; 2280; 1599; 1439; 1446; 1456
27601;Northern Mariana Islands*;39;B;580;Micronesia;954; 2230; 2125; 2283; 2280; 1599; 1439; 1446; 1456
27602;Northern Mariana Islands*;39;B;580;Guam*;316;  554;  574;  664;  656;  452;  407;  409;  412
27603;Northern Mariana Islands*;39;B;580;Marshall Islands;584;  57;  59;  70;  62;  37;  34;  33;  33
27604;Northern Mariana Islands*;39;B;580;Micronesia (Fed. States of);583;  906;  893;  990; 1022;  750;  675;  680;  685
27605;Northern Mariana Islands*;39;B;580;Palau;585;  713;  599;  559;  540;  360;  323;  324;  326
27606;Northern Mariana Islands*;39;B;580;Others;2003;  726;  804;  985; 1040;  773;  696;  708;  713
27607;Palau;;B;585;World;900; 1001; 1941; 2405; 2423; 2279; 1941; 2200; 2254
27608;Palau;;B;585;Eastern and South-Eastern Asia;1832;  659; 1272; 1700; 1610; 1525; 1297; 1479; 1515
27609;Palau;;B;585;Oceania (excluding Australia and New Zealand);1835;  182;  357;  412;  524;  526;  447;  501;  514
27610;Palau;;B;585;Europe and Northern America;1829;  119;  232;  183;  178;  179;  152;  171;  175
27611;Palau;;B;585;More developed regions;901;  139;  272;  291;  252;  253;  215;  241;  247
27612;Palau;;B;585;Less developed regions;902;  821; 1589; 2004; 2060; 1977; 1681; 1910; 1957
27613;Palau;;B;585;Less developed regions, excluding least developed countries;934;  821; 1589; 2004; 2060; 1977; 1681; 1910; 1957
27614;Palau;;B;585;Less developed regions, excluding China;948;  730; 1412; 1549; 1899; 1815; 1544; 1757; 1800
27615;Palau;;B;585;Small Island Developing States (SIDS);1637;  182;  357;  412;  524;  526;  447;  501;  514
27616;Palau;;B;585;High-and-upper-middle-income countries;5503;  335;  655; 1011;  730;  733;  622;  694;  712
27617;Palau;;B;585;Low-and-Lower-middle-income countries;5504;  625; 1206; 1284; 1582; 1497; 1274; 1457; 1492
27618;Palau;;B;585;High-income countries;1503;  244;  478;  556;  569;  571;  485;  541;  555
27619;Palau;;B;585;Low-and-middle-income countries;1859;  716; 1383; 1739; 1743; 1659; 1411; 1610; 1649
27620;Palau;;B;585;Middle-income countries;1517;  716; 1383; 1739; 1743; 1659; 1411; 1610; 1649
27621;Palau;;B;585;Upper-middle-income countries;1502;  91;  177;  455;  161;  162;  137;  153;  157
27622;Palau;;B;585;Lower-middle-income countries;1501;  625; 1206; 1284; 1582; 1497; 1274; 1457; 1492
27623;Palau;;B;585;ASIA;935;  659; 1272; 1700; 1610; 1525; 1297; 1479; 1515
27624;Palau;;B;585;Eastern Asia;906;  114;  223;  596;  266;  267;  226;  251;  258
27625;Palau;;B;585;China;156;  91;  177;  455;  161;  162;  137;  153;  157
27626;Palau;;B;585;Japan;392;  20;  40;  108;  74;  74;  63;  70;  72
27627;Palau;;B;585;Republic of Korea;410;  3;  6;  33;  31;  31;  26;  28;  29
27628;Palau;;B;585;South-Eastern Asia;920;  545; 1049; 1104; 1344; 1258; 1071; 1228; 1257
27629;Palau;;B;585;Philippines;608;  545; 1049; 1104; 1344; 1258; 1071; 1228; 1257
27630;Palau;;B;585;NORTHERN AMERICA;905;  119;  232;  183;  178;  179;  152;  171;  175
27631;Palau;;B;585;United States of America*;840;  119;  232;  183;  178;  179;  152;  171;  175
27632;Palau;;B;585;OCEANIA;909;  182;  357;  412;  524;  526;  447;  501;  514
27633;Palau;;B;585;Micronesia;954;  182;  357;  412;  524;  526;  447;  501;  514
27634;Palau;;B;585;Guam*;316;  62;  122;  126;  134;  134;  114;  127;  130
27635;Palau;;B;585;Micronesia (Fed. States of);583;  80;  157;  180;  238;  239;  203;  229;  235
27636;Palau;;B;585;Northern Mariana Islands*;580;  40;  78;  106;  152;  153;  130;  145;  149
27637;Palau;;B;585;Others;2003;  41;  80;  110;  111;  49;  45;  49;  50
27638;Polynesia*;;;957;World;900; 25841; 29128; 32242; 33873; 33565; 32424; 32507; 32592
27639;Polynesia*;;;957;Sub-Saharan Africa;1834;  16;  20;  24;  28;  18;  12;  9;  9
27640;Polynesia*;;;957;Northern Africa and Western Asia;1833;  219;  246;  269;  280;  262;  249;  249;  249
27641;Polynesia*;;;957;Central and Southern Asia;1831;  82;  90;  98;  111;  116;  99;  93;  89
27642;Polynesia*;;;957;Eastern and South-Eastern Asia;1832;  658;  841; 1019; 1220; 1379; 1343; 1330; 1330
27643;Polynesia*;;;957;Oceania (excluding Australia and New Zealand);1835; 10439; 11772; 13142; 12947; 12412; 12301; 12275; 12287
27644;Polynesia*;;;957;Australia/New Zealand;1836; 2025; 2308; 2598; 2800; 3034; 2909; 3015; 3105
27645;Polynesia*;;;957;Europe and Northern America;1829; 9152; 10187; 11036; 11867; 11690; 11833; 11836; 11840
27646;Polynesia*;;;957;More developed regions;901; 11214; 12540; 13689; 14725; 14782; 14791; 14895; 14988
27647;Polynesia*;;;957;Less developed regions;902; 11377; 12924; 14497; 14528; 14129; 13955; 13912; 13921
27648;Polynesia*;;;957;Least developed countries;941;  105;  120;  139;  136;  129;  118;  115;  117
27649;Polynesia*;;;957;Less developed regions, excluding least developed countries;934; 11272; 12804; 14358; 14392; 14000; 13837; 13797; 13804
27650;Polynesia*;;;957;Less developed regions, excluding China;948; 11020; 12502; 14015; 13980; 13555; 13409; 13373; 13383
27651;Polynesia*;;;957;Small Island Developing States (SIDS);1637; 10339; 11669; 13035; 12846; 12321; 12221; 12200; 12214
27652;Polynesia*;;;957;High-and-upper-middle-income countries;5503; 14548; 16453; 18179; 19495; 19438; 19336; 19390; 19469
27653;Polynesia*;;;957;Low-and-Lower-middle-income countries;5504; 7931; 8894; 9879; 9636; 9363; 9314; 9330; 9355
27654;Polynesia*;;;957;High-income countries;1503; 13159; 14919; 16504; 17620; 17474; 17322; 17386; 17457
27655;Polynesia*;;;957;Low-and-middle-income countries;1859; 9320; 10428; 11554; 11511; 11327; 11328; 11334; 11367
27656;Polynesia*;;;957;Middle-income countries;1517; 9320; 10428; 11554; 11511; 11327; 11328; 11334; 11367
27657;Polynesia*;;;957;Upper-middle-income countries;1502; 1389; 1534; 1675; 1875; 1964; 2014; 2004; 2012
27658;Polynesia*;;;957;Lower-middle-income countries;1501; 7931; 8894; 9879; 9636; 9363; 9314; 9330; 9355
27659;Polynesia*;;;957;No income group available;1518;  112;  117;  128;  122;  110;  96;  87;  85
27660;Polynesia*;;;957;AFRICA;903;  235;  266;  293;  308;  280;  261;  258;  258
27661;Polynesia*;;;957;Eastern Africa;910;  16;  20;  24;  28;  18;  12;  9;  9
27662;Polynesia*;;;957;Mayotte;175;  16;  20;  24;  28;  18;  12;  9;  9
27663;Polynesia*;;;957;Northern Africa;912;  219;  246;  269;  280;  262;  249;  249;  249
27664;Polynesia*;;;957;Algeria;12;  219;  246;  269;  280;  262;  249;  249;  249
27665;Polynesia*;;;957;ASIA;935;  740;  931; 1117; 1331; 1495; 1442; 1423; 1419
27666;Polynesia*;;;957;Eastern Asia;906;  489;  559;  625;  722;  776;  739;  726;  724
27667;Polynesia*;;;957;China;156;  357;  422;  482;  548;  574;  546;  539;  538
27668;Polynesia*;;;957;Japan;392;  37;  45;  55;  58;  58;  49;  44;  43
27669;Polynesia*;;;957;Republic of Korea;410;  95;  92;  88;  116;  144;  144;  143;  143
27670;Polynesia*;;;957;Southern Asia;5501;  82;  90;  98;  111;  116;  99;  93;  89
27671;Polynesia*;;;957;India;356;  82;  90;  98;  111;  116;  99;  93;  89
27672;Polynesia*;;;957;South-Eastern Asia;920;  169;  282;  394;  498;  603;  604;  604;  606
27673;Polynesia*;;;957;Indonesia;360;  7;  8;  9;  8;  8;  7;  7;  7
27674;Polynesia*;;;957;Philippines;608;  162;  225;  287;  389;  491;  493;  494;  496
27675;Polynesia*;;;957;Viet Nam;704;..;  49;  98;  101;  104;  104;  103;  103
27676;Polynesia*;;;957;EUROPE;908; 7163; 8093; 8838; 9882; 9961; 10146; 10158; 10164
27677;Polynesia*;;;957;Northern Europe;924;  59;  43;  27;  32;  38;  35;  35;  37
27678;Polynesia*;;;957;United Kingdom*;826;  59;  43;  27;  32;  38;  35;  35;  37
27679;Polynesia*;;;957;Southern Europe;925;  45;  50;  55;  56;  53;  50;  50;  50
27680;Polynesia*;;;957;Italy;380;  28;  31;  34;  35;  33;  31;  31;  31
27681;Polynesia*;;;957;Spain*;724;  17;  19;  21;  21;  20;  19;  19;  19
27682;Polynesia*;;;957;Western Europe;926; 7059; 8000; 8756; 9794; 9870; 10061; 10073; 10077
27683;Polynesia*;;;957;France*;250; 6935; 7859; 8599; 9634; 9719; 9920; 9934; 9939
27684;Polynesia*;;;957;Germany;276;  109;  125;  139;  141;  132;  123;  121;  120
27685;Polynesia*;;;957;Netherlands*;528;  2;  2;  2;  3;  4;  4;  4;  4
27686;Polynesia*;;;957;Switzerland;756;  13;  14;  16;  16;  15;  14;  14;  14
27687;Polynesia*;;;957;NORTHERN AMERICA;905; 1989; 2094; 2198; 1985; 1729; 1687; 1678; 1676
27688;Polynesia*;;;957;Canada;124;  43;  46;  50;  50;  47;  43;  41;  41
27689;Polynesia*;;;957;United States of America*;840; 1946; 2048; 2148; 1935; 1682; 1644; 1637; 1635
27690;Polynesia*;;;957;OCEANIA;909; 12464; 14080; 15740; 15747; 15446; 15210; 15290; 15392
27691;Polynesia*;;;957;Australia/New Zealand;927; 2025; 2308; 2598; 2800; 3034; 2909; 3015; 3105
27692;Polynesia*;;;957;Australia*;36;  184;  233;  282;  333;  369;  361;  370;  381
27693;Polynesia*;;;957;New Zealand*;554; 1841; 2075; 2316; 2467; 2665; 2548; 2645; 2724
27694;Polynesia*;;;957;Melanesia;928; 1852; 2133; 2431; 2600; 2500; 2513; 2504; 2512
27695;Polynesia*;;;957;Fiji;242;  349;  413;  481;  577;  645;  735;  739;  748
27696;Polynesia*;;;957;New Caledonia*;540; 1325; 1510; 1698; 1767; 1637; 1605; 1604; 1603
27697;Polynesia*;;;957;Papua New Guinea;598;  20;  30;  41;  42;  41;  36;  34;  34
27698;Polynesia*;;;957;Solomon Islands;90;  3;  7;  11;  10;  9;  6;  4;  4
27699;Polynesia*;;;957;Vanuatu;548;  155;  173;  200;  204;  168;  131;  123;  123
27700;Polynesia*;;;957;Micronesia;954;  72;  64;  65;  62;  65;  62;  62;  64
27701;Polynesia*;;;957;Kiribati;296;  64;  55;  54;  52;  55;  53;  56;  58
27702;Polynesia*;;;957;Nauru;520;  8;  9;  11;  10;  10;  9;  6;  6
27703;Polynesia*;;;957;Polynesia*;957; 8515; 9575; 10646; 10285; 9847; 9726; 9709; 9711
27704;Polynesia*;;;957;American Samoa*;16;  462;  705;  948;  903;  798;  673;  635;  607
27705;Polynesia*;;;957;Cook Islands*;184;  6;  8;  15;  14;  11;  9;  7;  7
27706;Polynesia*;;;957;French Polynesia*;258;  39;  43;  46;  71;  85;  88;  94;  101
27707;Polynesia*;;;957;Niue*;570;  6;  6;  6;  7;  8;  7;  5;  5
27708;Polynesia*;;;957;Samoa;882; 7226; 8019; 8821; 8447; 8117; 8143; 8174; 8199
27709;Polynesia*;;;957;Tokelau*;772;  80;  81;  82;  76;  67;  57;  52;  50
27710;Polynesia*;;;957;Tonga;776;  638;  633;  629;  668;  672;  667;  664;  664
27711;Polynesia*;;;957;Tuvalu;798;  38;  58;  74;  74;  65;  59;  55;  55
27712;Polynesia*;;;957;Wallis and Futuna Islands*;876;  20;  22;  25;  25;  24;  23;  23;  23
27713;Polynesia*;;;957;Others;2003; 3250; 3664; 4056; 4620; 4654; 3678; 3700; 3683
27714;American Samoa*;;B;16;World;900; 10108; 11061; 12014; 11735; 11457; 11515; 11561; 11598
27715;American Samoa*;;B;16;Eastern and South-Eastern Asia;1832;  286;  425;  562;  742;  921;  923;  921;  924
27716;American Samoa*;;B;16;Oceania (excluding Australia and New Zealand);1835; 7686; 8466; 9248; 8934; 8624; 8666; 8701; 8729
27717;American Samoa*;;B;16;Australia/New Zealand;1836;  113;  112;  111;  234;  357;  358;  358;  359
27718;American Samoa*;;B;16;Europe and Northern America;1829; 1638; 1669; 1700; 1488; 1275; 1281; 1285; 1289
27719;American Samoa*;;B;16;More developed regions;901; 1751; 1781; 1811; 1722; 1632; 1639; 1643; 1648
27720;American Samoa*;;B;16;Less developed regions;902; 7972; 8891; 9810; 9676; 9545; 9589; 9622; 9653
27721;American Samoa*;;B;16;Less developed regions, excluding least developed countries;934; 7972; 8891; 9810; 9676; 9545; 9589; 9622; 9653
27722;American Samoa*;;B;16;Less developed regions, excluding China;948; 7943; 8832; 9721; 9540; 9363; 9407; 9441; 9471
27723;American Samoa*;;B;16;Small Island Developing States (SIDS);1637; 7671; 8451; 9234; 8922; 8614; 8656; 8692; 8720
27724;American Samoa*;;B;16;High-and-upper-middle-income countries;5503; 2497; 2547; 2595; 2666; 2733; 2743; 2745; 2754
27725;American Samoa*;;B;16;Low-and-Lower-middle-income countries;5504; 7211; 8110; 9012; 8720; 8434; 8475; 8511; 8538
27726;American Samoa*;;B;16;High-income countries;1503; 1846; 1873; 1899; 1838; 1776; 1783; 1786; 1791
27727;American Samoa*;;B;16;Low-and-middle-income countries;1859; 7862; 8784; 9708; 9548; 9391; 9435; 9470; 9501
27728;American Samoa*;;B;16;Middle-income countries;1517; 7862; 8784; 9708; 9548; 9391; 9435; 9470; 9501
27729;American Samoa*;;B;16;Upper-middle-income countries;1502;  651;  674;  696;  828;  957;  960;  959;  963
27730;American Samoa*;;B;16;Lower-middle-income countries;1501; 7211; 8110; 9012; 8720; 8434; 8475; 8511; 8538
27731;American Samoa*;;B;16;No income group available;1518;  15;  15;  14;  12;  10;  10;  9;  9
27732;American Samoa*;;B;16;ASIA;935;  286;  425;  562;  742;  921;  923;  921;  924
27733;American Samoa*;;B;16;Eastern Asia;906;  124;  151;  177;  252;  326;  326;  324;  325
27734;American Samoa*;;B;16;China;156;  29;  59;  89;  136;  182;  182;  181;  182
27735;American Samoa*;;B;16;Republic of Korea;410;  95;  92;  88;  116;  144;  144;  143;  143
27736;American Samoa*;;B;16;South-Eastern Asia;920;  162;  274;  385;  490;  595;  597;  597;  599
27737;American Samoa*;;B;16;Philippines;608;  162;  225;  287;  389;  491;  493;  494;  496
27738;American Samoa*;;B;16;Viet Nam;704;..;  49;  98;  101;  104;  104;  103;  103
27739;American Samoa*;;B;16;NORTHERN AMERICA;905; 1638; 1669; 1700; 1488; 1275; 1281; 1285; 1289
27740;American Samoa*;;B;16;United States of America*;840; 1638; 1669; 1700; 1488; 1275; 1281; 1285; 1289
27741;American Samoa*;;B;16;OCEANIA;909; 7799; 8578; 9359; 9168; 8981; 9024; 9059; 9088
27742;American Samoa*;;B;16;Australia/New Zealand;927;  113;  112;  111;  234;  357;  358;  358;  359
27743;American Samoa*;;B;16;New Zealand*;554;  113;  112;  111;  234;  357;  358;  358;  359
27744;American Samoa*;;B;16;Melanesia;928;  24;  49;  74;  120;  165;  165;  164;  165
27745;American Samoa*;;B;16;Fiji;242;  24;  49;  74;  120;  165;  165;  164;  165
27746;American Samoa*;;B;16;Polynesia*;957; 7662; 8417; 9174; 8814; 8459; 8501; 8537; 8564
27747;American Samoa*;;B;16;Samoa;882; 7049; 7836; 8627; 8230; 7839; 7878; 7914; 7939
27748;American Samoa*;;B;16;Tokelau*;772;  15;  15;  14;  12;  10;  10;  9;  9
27749;American Samoa*;;B;16;Tonga;776;  598;  566;  533;  572;  610;  613;  614;  616
27750;American Samoa*;;B;16;Others;2003;  385;  389;  393;  337;  280;  287;  296;  297
27751;Cook Islands*;40;B R;184;World;900; 1144; 1189; 1233; 1553; 1874; 2078; 2289; 2468
27752;Cook Islands*;40;B R;184;Oceania (excluding Australia and New Zealand);1835;  77;  80;  82;  134;  185;  332;  364;  392
27753;Cook Islands*;40;B R;184;Australia/New Zealand;1836; 1027; 1066; 1108; 1230; 1348; 1377; 1516; 1635
27754;Cook Islands*;40;B R;184;Europe and Northern America;1829;  17;  18;  18;  29;  40;  41;  44;  47
27755;Cook Islands*;40;B R;184;More developed regions;901; 1044; 1084; 1126; 1259; 1388; 1418; 1560; 1682
27756;Cook Islands*;40;B R;184;Less developed regions;902;  77;  80;  82;  134;  185;  332;  364;  392
27757;Cook Islands*;40;B R;184;Less developed regions, excluding least developed countries;934;  77;  80;  82;  134;  185;  332;  364;  392
27758;Cook Islands*;40;B R;184;Less developed regions, excluding China;948;  77;  80;  82;  134;  185;  332;  364;  392
27759;Cook Islands*;40;B R;184;Small Island Developing States (SIDS);1637;  77;  80;  82;  134;  185;  332;  364;  392
27760;Cook Islands*;40;B R;184;High-and-upper-middle-income countries;5503; 1110; 1153; 1197; 1376; 1550; 1727; 1900; 2048
27761;Cook Islands*;40;B R;184;Low-and-Lower-middle-income countries;5504;  9;  9;  9;  14;  19;  19;  20;  22
27762;Cook Islands*;40;B R;184;High-income countries;1503; 1075; 1116; 1159; 1314; 1464; 1499; 1649; 1778
27763;Cook Islands*;40;B R;184;Low-and-middle-income countries;1859;  44;  46;  47;  76;  105;  247;  271;  292
27764;Cook Islands*;40;B R;184;Middle-income countries;1517;  44;  46;  47;  76;  105;  247;  271;  292
27765;Cook Islands*;40;B R;184;Upper-middle-income countries;1502;  35;  37;  38;  62;  86;  228;  251;  270
27766;Cook Islands*;40;B R;184;Lower-middle-income countries;1501;  9;  9;  9;  14;  19;  19;  20;  22
27767;Cook Islands*;40;B R;184;No income group available;1518;  2;  2;  2;  3;  4;  4;  4;  4
27768;Cook Islands*;40;B R;184;EUROPE;908;  12;  13;  13;  21;  29;  30;  32;  34
27769;Cook Islands*;40;B R;184;Northern Europe;924;  10;  11;  11;  18;  25;  26;  28;  30
27770;Cook Islands*;40;B R;184;United Kingdom*;826;  10;  11;  11;  18;  25;  26;  28;  30
27771;Cook Islands*;40;B R;184;Western Europe;926;  2;  2;  2;  3;  4;  4;  4;  4
27772;Cook Islands*;40;B R;184;Netherlands*;528;  2;  2;  2;  3;  4;  4;  4;  4
27773;Cook Islands*;40;B R;184;NORTHERN AMERICA;905;  5;  5;  5;  8;  11;  11;  12;  13
27774;Cook Islands*;40;B R;184;United States of America*;840;  5;  5;  5;  8;  11;  11;  12;  13
27775;Cook Islands*;40;B R;184;OCEANIA;909; 1104; 1146; 1190; 1364; 1533; 1709; 1880; 2027
27776;Cook Islands*;40;B R;184;Australia/New Zealand;927; 1027; 1066; 1108; 1230; 1348; 1377; 1516; 1635
27777;Cook Islands*;40;B R;184;Australia*;36;  44;  46;  47;  105;  163;  183;  201;  217
27778;Cook Islands*;40;B R;184;New Zealand*;554;  983; 1020; 1061; 1125; 1185; 1194; 1315; 1418
27779;Cook Islands*;40;B R;184;Melanesia;928;  40;  42;  43;  70;  97;  239;  263;  283
27780;Cook Islands*;40;B R;184;Fiji;242;  35;  37;  38;  62;  86;  228;  251;  270
27781;Cook Islands*;40;B R;184;Papua New Guinea;598;  5;  5;  5;  8;  11;  11;  12;  13
27782;Cook Islands*;40;B R;184;Polynesia*;957;  37;  38;  39;  64;  88;  93;  101;  109
27783;Cook Islands*;40;B R;184;French Polynesia*;258;  31;  32;  33;  55;  76;  81;  89;  96
27784;Cook Islands*;40;B R;184;Niue*;570;  2;  2;  2;  3;  4;  4;  4;  4
27785;Cook Islands*;40;B R;184;Samoa;882;  4;  4;  4;  6;  8;  8;  8;  9
27786;Cook Islands*;40;B R;184;Others;2003;  23;  25;  25;  160;  301;  328;  365;  394
27787;French Polynesia*;41;B R;258;World;900; 10386; 11671; 12725; 13881; 13603; 12922; 12931; 12939
